tweet_id,ground_truth_stance,predicted_stance,processing_time,has_image,topic,target
1251124681811398656,Neutral,Against,5.603271007537842,True,False COVID Treatment,CQ
1249236351863492610,Neutral,Pro,3.2851977348327637,True,False COVID Treatment,CQ
1250243957969178624,Against,Against,2.3921220302581787,True,False COVID Treatment,CQ
1249961300098088960,Pro,Pro,9.622910976409912,True,False COVID Treatment,CQ
1263390007739514880,Pro,Pro,6.439038991928101,True,False COVID Treatment,CQ
1253590865743876100,Against,Against,3.2121098041534424,True,False COVID Treatment,CQ
1310587207871328259,Against,Against,3.2072958946228027,True,US 2020 Election,DT
1310907392759156737,Pro,Pro,3.438966989517212,True,US 2020 Election,DT
1310989602497404934,Pro,Pro,2.855677843093872,True,US 2020 Election,DT
1303856224291688448,Against,Against,5.622150897979736,True,US 2020 Election,DT
1310906264831094784,Against,Pro,4.950432062149048,True,US 2020 Election,DT
1311035179499094016,Against,Against,8.867166996002197,True,US 2020 Election,DT
1310222273698320389,Against,Against,3.2704319953918457,True,US 2020 Election,DT
1311011400576307202,Against,Neutral,3.197366952896118,True,US 2020 Election,DT
1310995961251074048,Pro,Pro,4.855409860610962,True,US 2020 Election,DT
1311007842690764801,Against,Against,3.9188239574432373,True,US 2020 Election,DT
1296645947699716097,Neutral,Against,2.8320860862731934,True,US 2020 Election,DT
1310522913259487232,Against,Against,3.150135040283203,True,US 2020 Election,DT
1310992042353463297,Pro,Pro,3.3075499534606934,True,US 2020 Election,DT
1309622470874460162,Against,Against,4.696943044662476,True,US 2020 Election,DT
1309355620034916352,Against,Against,2.6152751445770264,True,US 2020 Election,DT
1308798282525585409,Against,Against,2.7808430194854736,True,US 2020 Election,DT
1310998415099269121,Against,Against,4.208094120025635,True,US 2020 Election,DT
1310903292982177793,Against,Against,4.004657983779907,True,US 2020 Election,DT
1310695298251911168,Against,Against,3.567873954772949,True,US 2020 Election,DT
1295755556553195520,Neutral,Unrelated,3.8414621353149414,True,US 2020 Election,DT
1299871737648222208,Pro,Pro,3.175313949584961,True,US 2020 Election,DT
1310341730726825984,Pro,Pro,3.6718790531158447,True,US 2020 Election,DT
1310952895001526272,Pro,Pro,5.155054807662964,True,US 2020 Election,DT
1309180416918609920,Pro,Pro,5.902343988418579,True,US 2020 Election,DT
1311024427392434176,Against,Against,3.7468607425689697,True,US 2020 Election,DT
1294383813087256576,Pro,Pro,3.677701950073242,True,US 2020 Election,DT
1310928338777767936,Against,Against,2.7234818935394287,True,US 2020 Election,DT
1310167880231772160,Against,Neutral,2.097273826599121,True,US 2020 Election,DT
1310366813830684673,Pro,Pro,5.792128086090088,True,US 2020 Election,DT
1310983017377140736,Against,Against,2.3931150436401367,True,US 2020 Election,DT
1310967571198468096,Pro,Pro,4.021664142608643,True,US 2020 Election,DT
1311038745353826306,Against,Against,8.82564091682434,True,US 2020 Election,DT
1309121479020351491,Against,Against,4.279478073120117,True,US 2020 Election,DT
1310953456157569026,Against,Against,3.137868881225586,True,US 2020 Election,DT
1310862337323274240,Against,Against,3.9898910522460938,True,US 2020 Election,DT
1311039507169329153,Pro,Pro,2.4697229862213135,True,US 2020 Election,DT
1293936306884681728,Neutral,Pro,4.619393825531006,True,US 2020 Election,DT
1310674161036009472,Against,Against,4.135335922241211,True,US 2020 Election,DT
1292817220473622529,Neutral,Pro,4.084314823150635,True,US 2020 Election,DT
1310952422135787521,Pro,Pro,2.059959888458252,True,US 2020 Election,DT
1307326078399152128,Against,Against,3.1746339797973633,True,US 2020 Election,DT
1310965283666960385,Against,Against,3.6299803256988525,True,US 2020 Election,DT
1311031350607052800,Pro,Neutral,8.954442024230957,True,US 2020 Election,DT
1296982009399713795,Against,Against,2.5996758937835693,True,US 2020 Election,DT
1311001005291712513,Pro,Pro,4.159868955612183,True,US 2020 Election,DT
1309197725481623553,Pro,Pro,3.008955240249634,True,US 2020 Election,DT
1309813893909241856,Against,Against,4.649457931518555,True,US 2020 Election,DT
1310997619603312641,Pro,Pro,3.165431022644043,True,US 2020 Election,DT
1310972613158559746,Against,Against,3.0565640926361084,True,US 2020 Election,DT
1295772475842867201,Neutral,Neutral,4.644453287124634,True,US 2020 Election,DT
1501392058157780992,Against,Against,2.5195748805999756,True,Russian Ukrainian Conflict,RUS
1495098391734411269,Neutral,Unrelated,5.4787468910217285,True,Russian Ukrainian Conflict,RUS
1498935069502758917,Against,Against,3.735941171646118,True,Russian Ukrainian Conflict,RUS
1660591201207156737,Against,Against,2.833153009414673,True,Russian Ukrainian Conflict,RUS
1605792064003723264,Pro,Neutral,7.555454969406128,True,Russian Ukrainian Conflict,RUS
1564853430354599936,Against,Against,2.755598783493042,True,Russian Ukrainian Conflict,RUS
1579539356582576128,Against,Against,3.699436902999878,True,Russian Ukrainian Conflict,RUS
1504123279690420230,Against,Neutral,5.331150770187378,True,Russian Ukrainian Conflict,RUS
1512189715277312002,Against,Against,2.959610939025879,True,Russian Ukrainian Conflict,RUS
1608965002769362946,Against,Against,4.44524621963501,True,Russian Ukrainian Conflict,RUS
1606862107655524352,Against,Neutral,6.5571300983428955,True,Russian Ukrainian Conflict,RUS
1666702293973057537,Neutral,Against,2.6727077960968018,True,Russian Ukrainian Conflict,RUS
1628374146697822208,Against,Against,2.9409661293029785,True,Russian Ukrainian Conflict,RUS
1496820271755452419,Neutral,Against,11.069890022277832,True,Russian Ukrainian Conflict,RUS
1497238376101158934,Against,Pro,3.4777891635894775,True,Russian Ukrainian Conflict,RUS
1513611592642043907,Against,Neutral,10.689974069595337,True,Russian Ukrainian Conflict,RUS
1661374007105449984,Pro,Against,4.3081159591674805,True,Russian Ukrainian Conflict,RUS
1499201602376323074,Against,Against,4.222826957702637,True,Russian Ukrainian Conflict,RUS
1647527996503228417,Against,Against,2.6156210899353027,True,Russian Ukrainian Conflict,RUS
1562336057663832064,Against,Against,4.3822081089019775,True,Russian Ukrainian Conflict,RUS
1498465734124474370,Neutral,Pro,6.493764162063599,True,Russian Ukrainian Conflict,RUS
1501242228748042240,Against,Against,3.4438018798828125,True,Russian Ukrainian Conflict,RUS
1497710821484417024,Against,Against,4.236816883087158,True,Russian Ukrainian Conflict,RUS
1638956602299392024,Against,Against,2.771239995956421,True,Russian Ukrainian Conflict,RUS
1540082840955764740,Neutral,Neutral,3.9835941791534424,True,Russian Ukrainian Conflict,RUS
1637945466913538048,Against,Pro,7.745350122451782,True,Russian Ukrainian Conflict,RUS
1518855125913067520,Neutral,Neutral,3.742218017578125,True,Russian Ukrainian Conflict,RUS
1500905758963093504,Against,Neutral,4.255748271942139,True,Russian Ukrainian Conflict,RUS
1663612792224600068,Against,Against,3.8504650592803955,True,Russian Ukrainian Conflict,RUS
1500191810760679434,Pro,Pro,4.155367136001587,True,Russian Ukrainian Conflict,RUS
1507131577528115204,Neutral,Against,2.5278098583221436,True,Russian Ukrainian Conflict,RUS
1632910742687997954,Against,Against,3.2166550159454346,True,Russian Ukrainian Conflict,RUS
1498445911625764866,Neutral,Against,3.2229223251342773,True,Russian Ukrainian Conflict,RUS
1501716035338125313,Against,Against,4.494050979614258,True,Russian Ukrainian Conflict,RUS
1592685896918528002,Against,Against,4.425350904464722,True,Russian Ukrainian Conflict,RUS
1496721276920123392,Against,Against,2.367579698562622,True,Russian Ukrainian Conflict,RUS
1660324765393879041,Neutral,Against,2.8537368774414062,True,Russian Ukrainian Conflict,RUS
1519287295245004801,Neutral,Neutral,2.964120626449585,True,Russian Ukrainian Conflict,RUS
1498815395184394240,Against,Against,3.036414861679077,True,Russian Ukrainian Conflict,RUS
1610740946211045379,Against,Against,2.217996120452881,True,Russian Ukrainian Conflict,RUS
1667202664180899847,Against,Against,2.860818862915039,True,Russian Ukrainian Conflict,RUS
1497051606231265301,Neutral,Against,12.535269975662231,True,Russian Ukrainian Conflict,RUS
1504531116648194052,Neutral,Against,8.914371728897095,True,Russian Ukrainian Conflict,RUS
1507070558403452932,Against,Against,2.4259650707244873,True,Russian Ukrainian Conflict,RUS
1641751691635707905,Neutral,Neutral,4.811568021774292,True,Russian Ukrainian Conflict,RUS
1575568979069837312,Against,Against,2.9471330642700195,True,Russian Ukrainian Conflict,RUS
1574955230919200768,Neutral,Against,12.153500080108643,True,Russian Ukrainian Conflict,RUS
1496505131411689475,Against,Against,10.429096221923828,True,Russian Ukrainian Conflict,RUS
1661446948476387349,Against,Against,4.2648797035217285,True,Russian Ukrainian Conflict,RUS
1510646465655296002,Against,Against,2.875946044921875,True,Russian Ukrainian Conflict,RUS
